open,high,low,close,quote_volume,volume,count,taker_buy_volume,taker_buy_quote_volume,number,date,time,date2
16541.77,16545.7,16508.39,16529.67,7,21463E+15,4,36484E+11,149854,2,17995E+11,3,60324E+15,1,01-ene,0:00:00,2023
16529.59,16556.8,16525.78,16551.47,5,93768E+15,3,59007E+11,126556,1,73025E+11,2,86174E+15,2,01-ene,1:00:00,2023
16551.47,16559.77,16538.14,16548.19,5,49195E+15,3,31884E+11,115398,1,61112E+11,2,66609E+15,3,01-ene,2:00:00,2023
16548.19,16548.19,16518.21,16533.04,7,01225E+15,4,24208E+11,137724,2,09609E+11,3,4649E+15,4,01-ene,3:00:00,2023
16533.04,16535.97,16511.92,16521.85,7,08026E+15,4,28501E+11,129535,2,1884E+11,3,61598E+15,5,01-ene,4:00:00,2023
16522.22,16534.98,16512.3,16530.71,6,14122E+15,3,71737E+11,118541,1,92566E+11,3,18129E+15,6,01-ene,5:00:00,2023
16530.71,16550,16528.81,16539.79,5,53296E+15,3,3449E+11,106074,1,62516E+11,2,68825E+15,7,01-ene,6:00:00,2023
16539.79,16544.57,16499.01,16526.19,8,56636E+15,5,18496E+11,148545,2,47659E+11,4,09176E+15,8,01-ene,7:00:00,2023
16525.7,16534.03,16508.45,16513.34,7,05684E+15,4,27192E+11,135605,2,0924E+11,3,4565E+15,9,01-ene,8:00:00,2023
16513.33,16542.49,16505.2,16537.88,6,77542E+15,4,10075E+11,134070,2,10334E+11,3,47527E+15,10,01-ene,9:00:00,2023
16538.32,16548.71,16533.42,16548.34,6,29135E+15,3,80377E+11,128045,1,93809E+11,3,2056E+15,11,01-ene,10:00:00,2023
16547.98,16557,16540.2,16556.66,6,18839E+15,3,73953E+11,134038,1,8704E+11,3,09529E+15,12,01-ene,11:00:00,2023
16556.66,16572.94,16548.58,16560.93,6,87333E+15,4,15049E+11,146800,2,06493E+11,3,41962E+15,13,01-ene,12:00:00,2023
16561.29,16567.26,16539.05,16548.04,7,24832E+15,4,37968E+11,151206,2,13226E+11,3,52891E+15,14,01-ene,13:00:00,2023
16547.61,16558.56,16540.85,16542.94,5,4535E+15,3,29499E+11,110412,1,66099E+11,2,74913E+15,15,01-ene,14:00:00,2023
16542.94,16559.99,16533.68,16558.73,5,3293E+15,3,22093E+11,112258,1,65752E+11,2,74254E+15,16,01-ene,15:00:00,2023
16558.73,16584.66,16558,16565.14,8,22172E+15,4,96213E+11,152217,2,51482E+11,4,16687E+15,17,01-ene,16:00:00,2023
16565.13,16596.64,16562.51,16578.85,7,8161E+15,4,7144E+11,151893,2,39566E+11,3,97188E+15,18,01-ene,17:00:00,2023
16579.25,16603.89,16578.85,16591.88,6,88007E+15,4,14637E+11,141406,2,15611E+11,3,57768E+15,19,01-ene,18:00:00,2023
16591.35,16623.65,16591.34,16603.08,7,8223E+15,4,70974E+11,148980,2,37081E+11,3,93769E+15,20,01-ene,19:00:00,2023
16603.53,16628,16600.55,16604.51,6,95904E+15,4,18905E+11,147849,2,12661E+11,3,53288E+15,21,01-ene,20:00:00,2023
16604.51,16608.83,16592.63,16606.68,6,0709E+15,3,65678E+11,136504,1,85875E+11,3,08589E+15,22,01-ene,21:00:00,2023
16607.02,16613.85,16586.24,16602.12,6,12542E+15,3,6902E+11,126447,1,86691E+11,3,09896E+15,23,01-ene,22:00:00,2023
16602.39,16625,16600.8,16616.75,6,39007E+15,3,84661E+11,128398,1,90596E+11,3,16623E+15,24,01-ene,23:00:00,2023
16617.17,16629.05,16581.25,16588.35,7,18321E+15,4,32707E+11,149018,2,02847E+11,3,36735E+15,25,02-ene,0:00:00,2023
16587.97,16589.2,16548.7,16565.04,9,59449E+15,5,79185E+11,180925,2,81638E+11,4,66555E+15,26,02-ene,1:00:00,2023
16565.03,16595.92,16555,16587.85,5,22249E+15,3,15042E+11,118824,1,59853E+11,2,64993E+15,27,02-ene,2:00:00,2023
16587.99,16707.25,16581.8,16661.94,1,03031E+16,6,19414E+11,171225,3,27732E+11,5,45173E+15,28,02-ene,3:00:00,2023
16662.38,16674.84,16629.29,16639.44,8,29563E+15,4,98339E+11,168122,2,42494E+11,4,03676E+15,29,02-ene,4:00:00,2023
16639.74,16662.94,16619.44,16647.58,8,28156E+15,4,97678E+11,153618,2,27874E+11,3,79175E+15,30,02-ene,5:00:00,2023
16648.37,16663.27,16635.93,16641.1,5,34487E+15,3,21062E+11,133057,1,58032E+11,2,63086E+15,31,02-ene,6:00:00,2023
16641.1,16769.51,16637.44,16721.28,2,14957E+16,1,28561E+12,322222,6,60755E+11,1,10472E+16,32,02-ene,7:00:00,2023
16721.27,16772.01,16707.52,16733.71,1,1853E+16,7,08081E+11,232689,3,60025E+11,6,02675E+15,33,02-ene,8:00:00,2023
16733.71,16745.68,16710.54,16717.5,9,36558E+15,5,59921E+11,188371,2,70664E+11,4,52744E+15,34,02-ene,9:00:00,2023
16717.5,16762.86,16708.68,16727.95,9,86019E+15,5,89258E+11,198444,3,06645E+11,5,13119E+15,35,02-ene,10:00:00,2023
16727.72,16741.72,16704.07,16735.11,7,8525E+15,4,69534E+11,180194,2,39425E+11,4,00426E+15,36,02-ene,11:00:00,2023
16735.51,16746.29,16719.3,16721.54,7,13164E+15,4,262E+11,178620,2,12257E+11,3,55183E+15,37,02-ene,12:00:00,2023
16721.96,16725.6,16685,16694.78,9,3534E+15,5,5983E+11,191106,2,58279E+11,4,31535E+15,38,02-ene,13:00:00,2023
16695.12,16710.41,16669.15,16698.69,9,11621E+15,5,46035E+11,184159,2,71473E+11,4,53237E+15,39,02-ene,14:00:00,2023
16698.69,16750,16692.01,16734.66,1,07461E+16,6,42656E+11,202055,3,37812E+11,5,64869E+15,40,02-ene,15:00:00,2023
16734.66,16739.64,16708.23,16710.88,6,45884E+15,3,86102E+11,155899,1,88051E+11,3,14586E+15,41,02-ene,16:00:00,2023
16710.69,16723,16707.12,16715.42,5,07425E+15,3,03591E+11,124972,1,62297E+11,2,71268E+15,42,02-ene,17:00:00,2023
16715.42,16731.71,16707.47,16723.81,4,69836E+15,2,81069E+11,113864,1,46997E+11,2,45721E+15,43,02-ene,18:00:00,2023
16723.64,16738.22,16715.88,16737.56,4,36055E+15,2,60711E+11,108373,1,31606E+11,2,20125E+15,44,02-ene,19:00:00,2023
16737.56,16738.23,16709.29,16728.52,4,81935E+15,2,88154E+11,111822,1,41744E+11,2,37064E+15,45,02-ene,20:00:00,2023
16728.52,16799.23,16718.41,16757.76,6,31362E+15,3,77108E+11,119524,2,03327E+11,3,40431E+15,46,02-ene,21:00:00,2023
16757.76,16763.78,16690.18,16698.4,9,37794E+15,5,60915E+11,172674,2,76175E+11,4,61723E+15,47,02-ene,22:00:00,2023
16698.4,16722.98,16660.51,16672.87,1,13658E+16,6,80655E+11,176341,3,24526E+11,5,4193E+15,48,02-ene,23:00:00,2023
16672.78,16706.14,16647.81,16695.59,9,48462E+15,5,68461E+11,178957,2,88401E+11,4,81181E+15,49,03-ene,0:00:00,2023
16695.59,16696.04,16651.42,16677.6,9,34642E+15,5,60621E+11,183645,2,78463E+11,4,64243E+15,50,03-ene,1:00:00,2023
16677.6,16688.53,16671.6,16674.03,7,03431E+15,4,21723E+11,157371,2,04901E+11,3,41776E+15,51,03-ene,2:00:00,2023
16674.04,16700.28,16666.91,16691.81,7,80067E+15,4,6754E+11,182489,2,43694E+11,4,06593E+15,52,03-ene,3:00:00,2023
16691.81,16699.63,16681.79,16685.64,5,99417E+15,3,59137E+11,145297,1,76212E+11,2,94109E+15,53,03-ene,4:00:00,2023
16685.21,16727.72,16683.31,16725.5,8,71053E+15,5,21459E+11,200678,2,67369E+11,4,46625E+15,54,03-ene,5:00:00,2023
16725.5,16778.4,16722.31,16727.58,1,19265E+16,7,1234E+11,246428,3,58067E+11,5,99506E+15,55,03-ene,6:00:00,2023
16727.58,16732.64,16707.57,16729.74,9,20509E+15,5,50498E+11,194877,2,71639E+11,4,54226E+15,56,03-ene,7:00:00,2023
16730.15,16735.84,16698.15,16715.22,1,18021E+16,7,06075E+11,245378,3,48186E+11,5,82004E+15,57,03-ene,8:00:00,2023
16714.77,16766,16714,16741.31,1,16783E+16,6,97791E+11,228859,3,57664E+11,5,98599E+15,58,03-ene,9:00:00,2023
16741.22,16749.1,16721.89,16724.32,9,43919E+15,5,64005E+11,189848,2,79294E+11,4,67431E+15,59,03-ene,10:00:00,2023
16724,16737.58,16709.87,16721.03,9,86405E+15,5,89746E+11,192787,2,84418E+11,4,75724E+15,60,03-ene,11:00:00,2023
16721.42,16728.02,16703,16710.85,1,08107E+16,6,46664E+11,218679,3,21246E+11,5,37057E+15,61,03-ene,12:00:00,2023
16710.85,16739.93,16709.41,16725.53,1,26567E+16,7,56734E+11,230916,3,73813E+11,6,25221E+15,62,03-ene,13:00:00,2023
16725.53,16773,16631.95,16661.23,2,62096E+16,1,56701E+12,373748,7,54954E+11,1,26288E+16,63,03-ene,14:00:00,2023
16662.08,16683.45,16617.79,16676.94,2,06975E+16,1,24277E+12,341217,6,32682E+11,1,05369E+16,64,03-ene,15:00:00,2023
16677.54,16688.2,16611.3,16622.58,1,7106E+16,1,02736E+12,292918,4,96567E+11,8,2682E+15,65,03-ene,16:00:00,2023
